OBJECTID,mde6digt,mde6name,mde8digt,mde8name,dnr12dig,straname,hua14,hua11,hua8,cbi
"1312","021410",NORTH BRANCH POTOMAC RIVER,"02141003",Wills Creek,"021410030096",UPPER POTOMAC,"02070002070157","02070002070","02070002",2.625000000000000
"1313","021202",LOWER SUSQUEHANNA RIVER,"02120202",Deer Creek,"021202020324",UPPER WESTERN SHORE,"02050306200183","02050306200","02050306",3.909091000000000
"1314","021306",ELK RIVER,"02130605",Little Elk Creek,"021306050383",UPPER EASTERN SHORE,"02060002100052","02060002100","02060002",3.083333000000000
"1315","021405",UPPER POTOMAC RIVER,"02140511",Fifteen Mile Creek,"021405110134",UPPER POTOMAC,"02070003100159","02070003100","02070003",3.135417000000000
"1316","021402",WASHINGTON METROPOLITAN,"02140205",Anacostia River,"021402050821",NOT A STRATEGY SHED,"02070010030129","02070010030","02070010",1.500000000000000
"1317","021403",MIDDLE POTOMAC RIVER,"02140303",Upper Monocacy River,"021403030247",UPPER POTOMAC,"02070009060202","02070009060","02070009",1.541667000000000
"1318","021308",GUNPOWDER RIVER,"02130806",Prettyboy Reservoir,"021308060314",UPPER WESTERN SHORE,"02060003120178","02060003120","02060003",3.533333000000000
"1319","021410",NORTH BRANCH POTOMAC RIVER,"02141001",Potomac River L N Branch,"021410010062",UPPER POTOMAC,"02070002130256","02070002130","02070002",3.726190000000000
"1320","021410",NORTH BRANCH POTOMAC RIVER,"02141004",Georges Creek,"021410040092",UPPER POTOMAC,"02070002080178","02070002080","02070002",3.500000000000000
"1321","021405",UPPER POTOMAC RIVER,"02140501",Potomac River WA Cnty,"021405010161",UPPER POTOMAC,"02070004220276","02070004220","02070004",1.500000000000000
"1322","021202",LOWER SUSQUEHANNA RIVER,"02120201",L Susquehanna River,"021202010320",UPPER WESTERN SHORE,"02050306220134","02050306220","02050306",0.000000000000000
"1323","021306",ELK RIVER,"02130608",Northeast River,"021306080375",UPPER EASTERN SHORE,"02060002100103","02060002100","02060002",3.750000000000000
"1324","021405",UPPER POTOMAC RIVER,"02140512",Town Creek,"021405120128",UPPER POTOMAC,"02070003060130","02070003060","02070003",2.666667000000000
"1325","021410",NORTH BRANCH POTOMAC RIVER,"02141006",Savage River,"021410060080",UPPER POTOMAC,"02070002050130","02070002050","02070002",3.687500000000000
"1326","021405",UPPER POTOMAC RIVER,"02140501",Potomac River WA Cnty,"021405010162",UPPER POTOMAC,"02070004220277","02070004220","02070004",3.125000000000000
"1327","021403",MIDDLE POTOMAC RIVER,"02140304",Double Pipe Creek,"021403040282",UPPER POTOMAC,"02070009050155","02070009050","02070009",3.208333000000000
"1328","021405",UPPER POTOMAC RIVER,"02140502",Antietam Creek,"021405020197",UPPER POTOMAC,"02070004440454","02070004440","02070004",0.000000000000000
"1329","021202",LOWER SUSQUEHANNA RIVER,"02120202",Deer Creek,"021202020322",UPPER WESTERN SHORE,"02050306200185","02050306200","02050306",3.583333000000000
"1330","021309",PATAPSCO RIVER,"02130907",Liberty Reservoir,"021309071059",PATAPSCO/BACK,"02060003150301","02060003150","02060003",4.083333000000000
"1331","021410",NORTH BRANCH POTOMAC RIVER,"02141001",Potomac River L N Branch,"021410010067",UPPER POTOMAC,"02070002130252","02070002130","02070002",2.416667000000000
"1332","050202",YOUGHIOGHENY RIVER,"05020204",Casselman River,"050202040031",NOT A STRATEGY SHED,"05020006050152","05020006050","05020006",3.406250000000000
"1333","021405",UPPER POTOMAC RIVER,"02140502",Antietam Creek,"021405020194",UPPER POTOMAC,"02070004440476","02070004440","02070004",2.375000000000000
"1334","021405",UPPER POTOMAC RIVER,"02140503",Marsh Run,"021405030185",UPPER POTOMAC,"02070004440403","02070004440","02070004",2.395833000000000
"1335","021405",UPPER POTOMAC RIVER,"02140508",Potomac River AL Cnty,"021405080117",UPPER POTOMAC,"02070003100183","02070003100","02070003",0.000000000000000
"1336","021403",MIDDLE POTOMAC RIVER,"02140304",Double Pipe Creek,"021403040281",UPPER POTOMAC,"02070009050158","02070009050","02070009",2.796875000000000
"1337","021405",UPPER POTOMAC RIVER,"02140501",Potomac River WA Cnty,"021405010164",UPPER POTOMAC,"02070004310351","02070004310","02070004",1.208333000000000
"1338","021403",MIDDLE POTOMAC RIVER,"02140305",Catoctin Creek,"021403050221",UPPER POTOMAC,"02070008010026","02070008010","02070008",2.562500000000000
"1339","021403",MIDDLE POTOMAC RIVER,"02140303",Upper Monocacy River,"021403030251",UPPER POTOMAC,"02070009060227","02070009060","02070009",3.493056000000000
"1340","021405",UPPER POTOMAC RIVER,"02140512",Town Creek,"021405120124",UPPER POTOMAC,"02070003060131","02070003060","02070003",2.354167000000000
"1341","021410",NORTH BRANCH POTOMAC RIVER,"02141001",Potomac River L N Branch,"021410010064",UPPER POTOMAC,"02070002130258","02070002130","02070002",2.791667000000000
"1342","021306",ELK RIVER,"02130606",Big Elk Creek,"021306060385",UPPER EASTERN SHORE,"02060002100027","02060002100","02060002",0.000000000000000
"1343","021202",LOWER SUSQUEHANNA RIVER,"02120202",Deer Creek,"021202020321",UPPER WESTERN SHORE,"02050306200186","02050306200","02050306",4.277778000000000
"1344","021403",MIDDLE POTOMAC RIVER,"02140303",Upper Monocacy River,"021403030252",UPPER POTOMAC,"02070009060226","02070009060","02070009",3.468750000000000
"1345","021405",UPPER POTOMAC RIVER,"02140508",Potomac River AL Cnty,"021405080115",UPPER POTOMAC,"02070003100181","02070003100","02070003",2.000000000000000
"1346","021410",NORTH BRANCH POTOMAC RIVER,"02141001",Potomac River L N Branch,"021410010059",UPPER POTOMAC,"02070002100206","02070002100","02070002",3.625000000000000
"1347","021403",MIDDLE POTOMAC RIVER,"02140304",Double Pipe Creek,"021403040280",UPPER POTOMAC,"02070009050162","02070009050","02070009",3.104167000000000
"1348","021405",UPPER POTOMAC RIVER,"02140502",Antietam Creek,"021405020196",UPPER POTOMAC,"02070004440455","02070004440","02070004",2.333333000000000
"1349","050202",YOUGHIOGHENY RIVER,"05020203",Deep Creek Lake,"050202030029",NOT A STRATEGY SHED,"05020006010112","05020006010","05020006",1.847222000000000
"1350","021405",UPPER POTOMAC RIVER,"02140508",Potomac River AL Cnty,"021405080116",UPPER POTOMAC,"02070003100182","02070003100","02070003",0.000000000000000
"1351","021311",PATUXENT RIVER,"02131101",Patuxent River lower,"021311010901",PATUXENT,"02060006040201","02060006040","02060006",0.000000000000000
"1352","021410",NORTH BRANCH POTOMAC RIVER,"02141004",Georges Creek,"021410040090",UPPER POTOMAC,"02070002080180","02070002080","02070002",3.843750000000000
"1353","021405",UPPER POTOMAC RIVER,"02140504",Conococheague Creek,"021405040177",UPPER POTOMAC,"02070004310384","02070004310","02070004",3.041667000000000
"1354","021405",UPPER POTOMAC RIVER,"02140512",Town Creek,"021405120125",UPPER POTOMAC,"02070003060134","02070003060","02070003",0.000000000000000
"1355","021309",PATAPSCO RIVER,"02130907",Liberty Reservoir,"021309071060",PATAPSCO/BACK,"02060003150302","02060003150","02060003",4.000000000000000
"1356","021308",GUNPOWDER RIVER,"02130805",Loch Raven Reservoir,"021308050306",UPPER WESTERN SHORE,"02060003120180","02060003120","02060003",3.404762000000000
"1357","021309",PATAPSCO RIVER,"02130907",Liberty Reservoir,"021309071061",PATAPSCO/BACK,"02060003150303","02060003150","02060003",3.333333000000000
"1358","050202",YOUGHIOGHENY RIVER,"05020201",Youghiogheny River,"050202010011",NOT A STRATEGY SHED,"05020006010110","05020006010","05020006",3.500000000000000
"1359","021410",NORTH BRANCH POTOMAC RIVER,"02141001",Potomac River L N Branch,"021410010071",UPPER POTOMAC,"02070002130254","02070002130","02070002",2.062500000000000
"1360","021306",ELK RIVER,"02130603",Upper Elk River,"021306030373",UPPER EASTERN SHORE,"02060002100029","02060002100","02060002",3.797619000000000
"1361","021305",CHESTER RIVER,"02130510",Upper Chester River,"021305100427",UPPER EASTERN SHORE,"02060002110176","02060002110","02060002",3.068452000000000
"1362","021403",MIDDLE POTOMAC RIVER,"02140304",Double Pipe Creek,"021403040277",UPPER POTOMAC,"02070009050159","02070009050","02070009",3.041667000000000
"1363","050202",YOUGHIOGHENY RIVER,"05020201",Youghiogheny River,"050202010014",NOT A STRATEGY SHED,"05020006010113","05020006010","05020006",0.000000000000000
"1364","021410",NORTH BRANCH POTOMAC RIVER,"02141004",Georges Creek,"021410040091",UPPER POTOMAC,"02070002080179","02070002080","02070002",2.375000000000000
"1365","021202",LOWER SUSQUEHANNA RIVER,"02120202",Deer Creek,"021202020325",UPPER WESTERN SHORE,"02050306200182","02050306200","02050306",3.222222000000000
"1366","021410",NORTH BRANCH POTOMAC RIVER,"02141006",Savage River,"021410060078",UPPER POTOMAC,"02070002050133","02070002050","02070002",4.400000000000000
"1367","021309",PATAPSCO RIVER,"02130907",Liberty Reservoir,"021309071062",PATAPSCO/BACK,"02060003150304","02060003150","02060003",1.545455000000000
"1368","021307",BUSH RIVER,"02130703",Atkisson Reservoir,"021307031134",UPPER WESTERN SHORE,"02060003040076","02060003040","02060003",3.500000000000000
"1369","021308",GUNPOWDER RIVER,"02130804",Little Gunpowder Falls,"021308040299",UPPER WESTERN SHORE,"02060003120101","02060003120","02060003",3.513889000000000
"1370","021306",ELK RIVER,"02130603",Upper Elk River,"021306030371",UPPER EASTERN SHORE,"02060002100054","02060002100","02060002",4.511905000000000
"1371","021410",NORTH BRANCH POTOMAC RIVER,"02141001",Potomac River L N Branch,"021410010066",UPPER POTOMAC,"02070002130259","02070002130","02070002",3.958333000000000
"1372","021302",POCOMOKE RIVER,"02130202",Lower Pocomoke River,"021302020630",LOWER EASTERN SHORE,"02060009030281","02060009030","02060009",0.000000000000000
"1373","021202",LOWER SUSQUEHANNA RIVER,"02120202",Deer Creek,"021202020326",UPPER WESTERN SHORE,"02050306200181","02050306200","02050306",3.861111000000000
"1374","021403",MIDDLE POTOMAC RIVER,"02140304",Double Pipe Creek,"021403040248",UPPER POTOMAC,"02070009060200","02070009060","02070009",0.000000000000000
"1375","021405",UPPER POTOMAC RIVER,"02140508",Potomac River AL Cnty,"021405080114",UPPER POTOMAC,"02070003100180","02070003100","02070003",2.493056000000000
"1376","050202",YOUGHIOGHENY RIVER,"05020201",Youghiogheny River,"050202010013",NOT A STRATEGY SHED,"05020006010114","05020006010","05020006",4.000000000000000
"1377","021410",NORTH BRANCH POTOMAC RIVER,"02141004",Georges Creek,"021410040089",UPPER POTOMAC,"02070002080181","02070002080","02070002",2.250000000000000
"1378","021306",ELK RIVER,"02130608",Northeast River,"021306080374",UPPER EASTERN SHORE,"02060002100126","02060002100","02060002",2.214286000000000
"1379","021202",LOWER SUSQUEHANNA RIVER,"02120201",L Susquehanna River,"021202010318",UPPER WESTERN SHORE,"02050306200187","02050306200","02050306",2.833333000000000
"1380","021305",CHESTER RIVER,"02130509",Middle Chester River,"021305090413",UPPER EASTERN SHORE,"02060002150206","02060002150","02060002",0.000000000000000
"1381","021403",MIDDLE POTOMAC RIVER,"02140305",Catoctin Creek,"021403050219",UPPER POTOMAC,"02070008010028","02070008010","02070008",1.125000000000000
"1382","021306",ELK RIVER,"02130603",Upper Elk River,"021306030372",UPPER EASTERN SHORE,"02060002100130","02060002100","02060002",0.000000000000000
"1383","021410",NORTH BRANCH POTOMAC RIVER,"02141001",Potomac River L N Branch,"021410010063",UPPER POTOMAC,"02070002130257","02070002130","02070002",0.000000000000000
"1384","021202",LOWER SUSQUEHANNA RIVER,"02120202",Deer Creek,"021202020323",UPPER WESTERN SHORE,"02050306200184","02050306200","02050306",3.666667000000000
"1385","021410",NORTH BRANCH POTOMAC RIVER,"02141006",Savage River,"021410060077",UPPER POTOMAC,"02070002050132","02070002050","02070002",4.473684000000000
"1386","021410",NORTH BRANCH POTOMAC RIVER,"02141001",Potomac River L N Branch,"021410010057",UPPER POTOMAC,"02070002100205","02070002100","02070002",2.458333000000000
"1387","021410",NORTH BRANCH POTOMAC RIVER,"02141001",Potomac River L N Branch,"021410010058",UPPER POTOMAC,"02070002100207","02070002100","02070002",2.000000000000000
"1388","021307",BUSH RIVER,"02130703",Atkisson Reservoir,"021307031133",UPPER WESTERN SHORE,"02060003040077","02060003040","02060003",3.666667000000000
"1389","021403",MIDDLE POTOMAC RIVER,"02140303",Upper Monocacy River,"021403030244",UPPER POTOMAC,"02070009060228","02070009060","02070009",3.438889000000000
"1390","021410",NORTH BRANCH POTOMAC RIVER,"02141001",Potomac River L N Branch,"021410010068",UPPER POTOMAC,"02070002130261","02070002130","02070002",3.500000000000000
"1391","021405",UPPER POTOMAC RIVER,"02140512",Town Creek,"021405120122",UPPER POTOMAC,"02070003060135","02070003060","02070003",3.819444000000000
"1392","050202",YOUGHIOGHENY RIVER,"05020203",Deep Creek Lake,"050202030028",NOT A STRATEGY SHED,"05020006010107","05020006010","05020006",2.437500000000000
"1393","021405",UPPER POTOMAC RIVER,"02140502",Antietam Creek,"021405020195",UPPER POTOMAC,"02070004440478","02070004440","02070004",3.395833000000000
"1394","021403",MIDDLE POTOMAC RIVER,"02140304",Double Pipe Creek,"021403040274",UPPER POTOMAC,"02070009050171","02070009050","02070009",2.791667000000000
"1395","021308",GUNPOWDER RIVER,"02130805",Loch Raven Reservoir,"021308050308",UPPER WESTERN SHORE,"02060003120201","02060003120","02060003",3.222222000000000
"1396","021309",PATAPSCO RIVER,"02130907",Liberty Reservoir,"021309071058",PATAPSCO/BACK,"02060003150307","02060003150","02060003",3.583333000000000
"1397","021410",NORTH BRANCH POTOMAC RIVER,"02141001",Potomac River L N Branch,"021410010056",UPPER POTOMAC,"02070002100204","02070002100","02070002",3.125000000000000
"1398","021405",UPPER POTOMAC RIVER,"02140508",Potomac River AL Cnty,"021405080110",UPPER POTOMAC,"02070003100176","02070003100","02070003",2.250000000000000
"1399","021405",UPPER POTOMAC RIVER,"02140501",Potomac River WA Cnty,"021405010165",UPPER POTOMAC,"02070004440402","02070004440","02070004",1.375000000000000
"1400","021403",MIDDLE POTOMAC RIVER,"02140303",Upper Monocacy River,"021403030245",UPPER POTOMAC,"02070009060204","02070009060","02070009",1.597222000000000
"1401","021306",ELK RIVER,"02130603",Upper Elk River,"021306030368",UPPER EASTERN SHORE,"02060002100132","02060002100","02060002",0.000000000000000
"1402","021405",UPPER POTOMAC RIVER,"02140512",Town Creek,"021405120123",UPPER POTOMAC,"02070003060136","02070003060","02070003",2.354167000000000
"1403","021410",NORTH BRANCH POTOMAC RIVER,"02141001",Potomac River L N Branch,"021410010070",UPPER POTOMAC,"02070002130253","02070002130","02070002",2.666667000000000
"1404","021308",GUNPOWDER RIVER,"02130805",Loch Raven Reservoir,"021308050307",UPPER WESTERN SHORE,"02060003120202","02060003120","02060003",3.833333000000000
"1405","021405",UPPER POTOMAC RIVER,"02140508",Potomac River AL Cnty,"021405080113",UPPER POTOMAC,"02070003100179","02070003100","02070003",2.770833000000000
"1406","021306",ELK RIVER,"02130603",Upper Elk River,"021306030370",UPPER EASTERN SHORE,"02060002100128","02060002100","02060002",2.238095000000000
"1407","021403",MIDDLE POTOMAC RIVER,"02140304",Double Pipe Creek,"021403040271",UPPER POTOMAC,"02070009050165","02070009050","02070009",1.250000000000000
"1408","021405",UPPER POTOMAC RIVER,"02140502",Antietam Creek,"021405020188",UPPER POTOMAC,"02070004440457","02070004440","02070004",2.535714000000000
"1409","021309",PATAPSCO RIVER,"02130907",Liberty Reservoir,"021309071051",PATAPSCO/BACK,"02060003150305","02060003150","02060003",3.666667000000000
"1410","021399",CHESAPEAKE BAY  (PROPER),"02139996",Upper Chesapeake Bay,"021399961064",NOT A STRATEGY SHED,"02050306220251","02050306220","02050306",0.000000000000000
"1411","021410",NORTH BRANCH POTOMAC RIVER,"02141001",Potomac River L N Branch,"021410010069",UPPER POTOMAC,"02070002130260","02070002130","02070002",3.666667000000000
"1412","021403",MIDDLE POTOMAC RIVER,"02140304",Double Pipe Creek,"021403040273",UPPER POTOMAC,"02070009050167","02070009050","02070009",1.812500000000000
"1413","021405",UPPER POTOMAC RIVER,"02140502",Antietam Creek,"021405020193",UPPER POTOMAC,"02070004440477","02070004440","02070004",2.875000000000000
"1414","021399",CHESAPEAKE BAY  (PROPER),"02139996",Upper Chesapeake Bay,"021399961063",NOT A STRATEGY SHED,"02050306200187","02050306200","02050306",0.000000000000000
"1415","021308",GUNPOWDER RIVER,"02130805",Loch Raven Reservoir,"021308050305",UPPER WESTERN SHORE,"02060003120181","02060003120","02060003",3.500000000000000
"1416","021410",NORTH BRANCH POTOMAC RIVER,"02141004",Georges Creek,"021410040087",UPPER POTOMAC,"02070002080183","02070002080","02070002",1.888889000000000
"1417","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040503",CHOPTANK,"02060005090105","02060005090","02060005",0.000000000000000
"1418","021403",MIDDLE POTOMAC RIVER,"02140304",Double Pipe Creek,"021403040272",UPPER POTOMAC,"02070009050166","02070009050","02070009",1.458333000000000
"1419","021308",GUNPOWDER RIVER,"02130805",Loch Raven Reservoir,"021308050304",UPPER WESTERN SHORE,"02060003120182","02060003120","02060003",3.333333000000000
"1420","021403",MIDDLE POTOMAC RIVER,"02140303",Upper Monocacy River,"021403030246",UPPER POTOMAC,"02070009060203","02070009060","02070009",0.000000000000000
"1421","021403",MIDDLE POTOMAC RIVER,"02140304",Double Pipe Creek,"021403040276",UPPER POTOMAC,"02070009050163","02070009050","02070009",1.979167000000000
"1422","021410",NORTH BRANCH POTOMAC RIVER,"02141001",Potomac River L N Branch,"021410010073",UPPER POTOMAC,"02070002130262","02070002130","02070002",3.125000000000000
"1423","050202",YOUGHIOGHENY RIVER,"05020201",Youghiogheny River,"050202010012",NOT A STRATEGY SHED,"05020006010111","05020006010","05020006",3.312500000000000
"1424","021309",PATAPSCO RIVER,"02130907",Liberty Reservoir,"021309071052",PATAPSCO/BACK,"02060003150306","02060003150","02060003",4.000000000000000
"1425","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050530",CHOPTANK,"02060005160304","02060005160","02060005",0.000000000000000
"1426","021405",UPPER POTOMAC RIVER,"02140508",Potomac River AL Cnty,"021405080112",UPPER POTOMAC,"02070003100178","02070003100","02070003",0.000000000000000
"1427","021307",BUSH RIVER,"02130704",Bynum Run,"021307041131",UPPER WESTERN SHORE,"02060003040051","02060003040","02060003",2.792063000000000
"1428","021307",BUSH RIVER,"02130703",Atkisson Reservoir,"021307031132",UPPER WESTERN SHORE,"02060003040078","02060003040","02060003",3.176471000000000
"1429","021405",UPPER POTOMAC RIVER,"02140503",Marsh Run,"021405030186",UPPER POTOMAC,"02070004440401","02070004440","02070004",2.916667000000000
"1430","021306",ELK RIVER,"02130603",Upper Elk River,"021306030369",UPPER EASTERN SHORE,"02060002100129","02060002100","02060002",0.000000000000000
"1431","050202",YOUGHIOGHENY RIVER,"05020201",Youghiogheny River,"050202010010",NOT A STRATEGY SHED,"05020006010109","05020006010","05020006",3.510417000000000
"1432","021307",BUSH RIVER,"02130706",Swan Creek,"021307061135",UPPER WESTERN SHORE,"02060003040001","02060003040","02060003",3.020635000000000
"1433","021405",UPPER POTOMAC RIVER,"02140508",Potomac River AL Cnty,"021405080111",UPPER POTOMAC,"02070003100177","02070003100","02070003",0.000000000000000
"1434","021306",ELK RIVER,"02130604",Back Creek,"021306040367",UPPER EASTERN SHORE,"02060002100131","02060002100","02060002",0.000000000000000
"1435","021403",MIDDLE POTOMAC RIVER,"02140303",Upper Monocacy River,"021403030242",UPPER POTOMAC,"02070009060208","02070009060","02070009",1.375000000000000
"1436","021410",NORTH BRANCH POTOMAC RIVER,"02141006",Savage River,"021410060076",UPPER POTOMAC,"02070002050134","02070002050","02070002",4.309211000000000
"1437","021403",MIDDLE POTOMAC RIVER,"02140303",Upper Monocacy River,"021403030243",UPPER POTOMAC,"02070009060205","02070009060","02070009",3.404762000000000
"1438","021403",MIDDLE POTOMAC RIVER,"02140305",Catoctin Creek,"021403050220",UPPER POTOMAC,"02070008010027","02070008010","02070008",0.000000000000000
"1439","021410",NORTH BRANCH POTOMAC RIVER,"02141001",Potomac River L N Branch,"021410010055",UPPER POTOMAC,"02070002100203","02070002100","02070002",3.845238000000000
"1440","021410",NORTH BRANCH POTOMAC RIVER,"02141001",Potomac River L N Branch,"021410010072",UPPER POTOMAC,"02070002130263","02070002130","02070002",3.583333000000000
"1441","021405",UPPER POTOMAC RIVER,"02140502",Antietam Creek,"021405020192",UPPER POTOMAC,"02070004440501","02070004440","02070004",2.854167000000000
"1442","021403",MIDDLE POTOMAC RIVER,"02140304",Double Pipe Creek,"021403040270",UPPER POTOMAC,"02070009050170","02070009050","02070009",2.638889000000000
"1443","021410",NORTH BRANCH POTOMAC RIVER,"02141006",Savage River,"021410060075",UPPER POTOMAC,"02070002050136","02070002050","02070002",4.072917000000000
"1444","021403",MIDDLE POTOMAC RIVER,"02140302",Lower Monocacy River,"021403020239",UPPER POTOMAC,"02070009060251","02070009060","02070009",2.708333000000000
"1445","021403",MIDDLE POTOMAC RIVER,"02140304",Double Pipe Creek,"021403040269",UPPER POTOMAC,"02070009050169","02070009050","02070009",2.010417000000000
"1446","021403",MIDDLE POTOMAC RIVER,"02140304",Double Pipe Creek,"021403040275",UPPER POTOMAC,"02070009050164","02070009050","02070009",3.187500000000000
"1447","021309",PATAPSCO RIVER,"02130907",Liberty Reservoir,"021309071047",PATAPSCO/BACK,"02060003150315","02060003150","02060003",4.333333000000000
"1448","021309",PATAPSCO RIVER,"02130907",Liberty Reservoir,"021309071057",PATAPSCO/BACK,"02060003150308","02060003150","02060003",3.833333000000000
"1449","021307",BUSH RIVER,"02130701",Bush River,"021307011129",UPPER WESTERN SHORE,"02060003040052","02060003040","02060003",2.640693000000000
"1450","021306",ELK RIVER,"02130601",Lower Elk River,"021306010360",UPPER EASTERN SHORE,"02060002100133","02060002100","02060002",0.000000000000000
"1451","021308",GUNPOWDER RIVER,"02130804",Little Gunpowder Falls,"021308040298",UPPER WESTERN SHORE,"02060003120102","02060003120","02060003",3.479167000000000
"1452","021410",NORTH BRANCH POTOMAC RIVER,"02141004",Georges Creek,"021410040088",UPPER POTOMAC,"02070002080182","02070002080","02070002",1.944444000000000
"1453","021399",CHESAPEAKE BAY  (PROPER),"02139996",Upper Chesapeake Bay,"021399961065",NOT A STRATEGY SHED,"02060002100151","02060002100","02060002",0.000000000000000
"1454","021308",GUNPOWDER RIVER,"02130805",Loch Raven Reservoir,"021308050303",UPPER WESTERN SHORE,"02060003120203","02060003120","02060003",3.714286000000000
"1455","021309",PATAPSCO RIVER,"02130907",Liberty Reservoir,"021309071048",PATAPSCO/BACK,"02060003150316","02060003150","02060003",4.043860000000000
"1456","021405",UPPER POTOMAC RIVER,"02140508",Potomac River AL Cnty,"021405080109",UPPER POTOMAC,"02070003060137","02070003060","02070003",0.000000000000000
"1457","050202",YOUGHIOGHENY RIVER,"05020203",Deep Creek Lake,"050202030027",NOT A STRATEGY SHED,"05020006010108","05020006010","05020006",2.468750000000000
"1458","021403",MIDDLE POTOMAC RIVER,"02140303",Upper Monocacy River,"021403030241",UPPER POTOMAC,"02070009060206","02070009060","02070009",0.000000000000000
"1459","021309",PATAPSCO RIVER,"02130907",Liberty Reservoir,"021309071055",PATAPSCO/BACK,"02060003150309","02060003150","02060003",3.500000000000000
"1460","021403",MIDDLE POTOMAC RIVER,"02140304",Double Pipe Creek,"021403040268",UPPER POTOMAC,"02070009050168","02070009050","02070009",1.375000000000000
"1461","021307",BUSH RIVER,"02130706",Swan Creek,"021307061136",UPPER WESTERN SHORE,"02060003040002","02060003040","02060003",0.000000000000000
"1462","050202",YOUGHIOGHENY RIVER,"05020201",Youghiogheny River,"050202010008",NOT A STRATEGY SHED,"05020006010106","05020006010","05020006",2.125000000000000
"1463","021403",MIDDLE POTOMAC RIVER,"02140305",Catoctin Creek,"021403050218",UPPER POTOMAC,"02070008010029","02070008010","02070008",2.645833000000000
"1464","021399",CHESAPEAKE BAY  (PROPER),"02139996",Upper Chesapeake Bay,"021399961067",NOT A STRATEGY SHED,"02060003040002","02060003040","02060003",0.000000000000000
"1465","021399",CHESAPEAKE BAY  (PROPER),"02139996",Upper Chesapeake Bay,"021399961066",NOT A STRATEGY SHED,"02060002100126","02060002100","02060002",0.000000000000000
"1466","021405",UPPER POTOMAC RIVER,"02140502",Antietam Creek,"021405020191",UPPER POTOMAC,"02070004440526","02070004440","02070004",2.583333000000000
"1467","021401",LOWER POTOMAC RIVER,"02140111",Mattawoman Creek,"021401110785",LOWER POTOMAC,"02070011010004","02070011010","02070011",3.791667000000000
"1468","021309",PATAPSCO RIVER,"02130907",Liberty Reservoir,"021309071054",PATAPSCO/BACK,"02060003150310","02060003150","02060003",2.500000000000000
"1469","021403",MIDDLE POTOMAC RIVER,"02140305",Catoctin Creek,"021403050217",UPPER POTOMAC,"02070008010030","02070008010","02070008",2.562500000000000
"1470","021403",MIDDLE POTOMAC RIVER,"02140302",Lower Monocacy River,"021403020237",UPPER POTOMAC,"02070009060252","02070009060","02070009",2.680556000000000
"1471","021308",GUNPOWDER RIVER,"02130805",Loch Raven Reservoir,"021308050301",UPPER WESTERN SHORE,"02060003120183","02060003120","02060003",3.416667000000000
"1472","021410",NORTH BRANCH POTOMAC RIVER,"02141001",Potomac River L N Branch,"021410010054",UPPER POTOMAC,"02070002100202","02070002100","02070002",3.625000000000000
"1473","021306",ELK RIVER,"02130601",Lower Elk River,"021306010361",UPPER EASTERN SHORE,"02060002100127","02060002100","02060002",0.000000000000000
"1474","021306",ELK RIVER,"02130602",Bohemia River,"021306020365",UPPER EASTERN SHORE,"02060002100136","02060002100","02060002",2.869048000000000
"1475","021410",NORTH BRANCH POTOMAC RIVER,"02141006",Savage River,"021410060074",UPPER POTOMAC,"02070002050135","02070002050","02070002",4.291667000000000
"1476","021399",CHESAPEAKE BAY  (PROPER),"02139996",Upper Chesapeake Bay,"021399961068",NOT A STRATEGY SHED,"02060002100127","02060002100","02060002",0.000000000000000
"1477","050202",YOUGHIOGHENY RIVER,"05020201",Youghiogheny River,"050202010009",NOT A STRATEGY SHED,"05020006010104","05020006010","05020006",2.366667000000000
"1478","021306",ELK RIVER,"02130601",Lower Elk River,"021306010362",UPPER EASTERN SHORE,"02060002100134","02060002100","02060002",0.000000000000000
"1479","021405",UPPER POTOMAC RIVER,"02140501",Potomac River WA Cnty,"021405010166",UPPER POTOMAC,"02070004440404","02070004440","02070004",1.833333000000000
"1480","021309",PATAPSCO RIVER,"02130907",Liberty Reservoir,"021309071056",PATAPSCO/BACK,"02060003150314","02060003150","02060003",3.041667000000000
"1481","021309",PATAPSCO RIVER,"02130907",Liberty Reservoir,"021309071050",PATAPSCO/BACK,"02060003150312","02060003150","02060003",4.020833000000000
"1482","021410",NORTH BRANCH POTOMAC RIVER,"02141001",Potomac River L N Branch,"021410010053",UPPER POTOMAC,"02070002100201","02070002100","02070002",3.250000000000000
"1483","021403",MIDDLE POTOMAC RIVER,"02140303",Upper Monocacy River,"021403030240",UPPER POTOMAC,"02070009060209","02070009060","02070009",2.885417000000000
"1484","021306",ELK RIVER,"02130602",Bohemia River,"021306020363",UPPER EASTERN SHORE,"02060002100138","02060002100","02060002",0.000000000000000
"1485","021403",MIDDLE POTOMAC RIVER,"02140302",Lower Monocacy River,"021403020236",UPPER POTOMAC,"02070009070280","02070009070","02070009",1.562500000000000
"1486","021410",NORTH BRANCH POTOMAC RIVER,"02141005",Potomac River U N Branch,"021410050050",UPPER POTOMAC,"02070002020116","02070002020","02070002",4.125000000000000
"1487","021307",BUSH RIVER,"02130705",Aberdeen Proving Ground,"021307051126",UPPER WESTERN SHORE,"02060003040026","02060003040","02060003",2.275132000000000
