Site.No,Site.Name,Street.Address,County,city,state,zip,Type,ObjectId,x,y
151283,Still Waters LLC,Miles River Neck Rd.,Talbot,Easton,MD,21601,Compliance,2594,-76.148135806171,38.7895774870692
150595,Sugarplum Tents- Easton Warehouse,I-Way Ct,Talbot,Easton,MD,21601,Compliance,2595,-76.0712384466969,38.8142986092426
140332,CL DPW-Ralph Dell Road,"Ralph Dell Rd, 0.3 mi from Cape Horn Rd",Carroll,Hampstead,MD,21074,Compliance,2596,-76.876769771544,39.6347480277988
134803,"Andrews AFB MSA Munitions Storage Site (10-SF-0081,10SF008110-NT-0021)","3466 North Carolina St, 316 CES/CEAN",Prince George's,Andrews Air Force Base,MD,20762,Compliance,2597,-76.8557751632921,38.815560996959
131175,AL DPW-Arden Haycock,13803 Spruce Spring Rd,Allegany,Cresaptown,MD,21502,Compliance,2598,-78.8424230083734,39.5993619826646
144014,South campus electrical utility plant,"39.103587 -76.768488, Located at the SW intersection",Anne Arundel,Fort George G. Meade,MD,20755,Compliance,2599,-76.7417253997734,39.1152862998556
151685,Building 3445 Addition,"near North Carolina, 38.814704, -76.859204",Prince George's,Andrews Air Force Base,MD,20762,Compliance,2600,-76.8924799997128,38.8007150002906
19116,"Lonergan's Charter Service, Inc.",8797 Veterans Highway,Anne Arundel,Millersville,MD,21108,Compliance,2601,-76.6298400406935,39.0736589901348
148376,Regional Dist. Ctr at Principio Bus. Pk,Principio Parkway West,Cecil,North East,MD,21901,Compliance,2602,-76.0051439941661,39.5893088418477
24,U.S. Postal Service - Gaithersburg,16501 Shady Grove Rd,Montgomery,Gaithersburg,MD,20898,Compliance,2603,-77.1736183293708,39.1264644035221
149546,Durand Hedin,49716 Airedele Rd,St. Mary's,Ridge,MD,20680,Compliance,2604,-76.3560620213833,38.1122650056468
99103,Anne Arundel County Utility Operations Center,445 Maxwell Frye Road,Anne Arundel,Millersville,MD,21108,Compliance,2605,-76.6217689761063,39.1039938893356
141993,Safety improvements to Great Falls Entrance and Access Roads,39.0012395 -77.2464776,Montgomery,Potomac,MD,20854,Compliance,2606,-77.1819920004446,39.0646663001634
148886,Everett Allen,16420 Pine Street,St. Mary's,Ridge,MD,20680,Compliance,2607,-76.3595990165419,38.1178080005883
125966,Sanctuary At Camp Winslow/breakwaters And,CAMP WINSLOW RD,St. Mary's,Dameron,MD,20628,Compliance,2608,-76.3466974807034,38.1631888405447
127685,Zewdu Lissanu,10601 Alloway Drive,Montgomery,Potomac,MD,20854,Compliance,2609,-77.218301024778,39.0037719810252
154575,PAF # 17-3037 Wildcat Road Orchard,22821 Wildcat Road,Montgomery,Gaithersburg,MD,20882,Compliance,2610,-77.2048380122424,39.2314049828149
140622,MD SHA-MD 84 at MD 800A,MD 84 at MD 800A,Carroll,New Windsor,MD,21776,Compliance,2611,-77.1190999430869,39.5577200592218
146184,Dominion Resources Services Inc-CPV Maryland Interconnect,Piney Church Road,Charles,Waldorf,MD,20601,Compliance,2612,-76.9052293995698,38.5779616528199
23189,MNCPPC - Pope Farm Nursery,7400 Airpark Rd,Montgomery,Gaithersburg,MD,20879,Compliance,2613,-77.1474040377027,39.1568800152381
140814,William Fogle,3601 Sells Mill Road,Carroll,Taneytown,MD,21787,Compliance,2614,-77.1237919650884,39.6585059906392
19054,"Maryland Recycle Company, Inc.",8920 Yellow Brick Rd,Baltimore,Rosedale,MD,21237,Compliance,2615,-76.4785859999139,39.341578017334
73042,Harbor Haven Condo/piers And Pilings,302 & 304 Academy St,Dorchester,Cambridge,MD,21613,Compliance,2616,-76.0743630190205,38.5705500041748
88361,CL DPW-Bear Run Road,Near 2400 Bear Run Road,Carroll,Taneytown,MD,21787,Compliance,2617,-77.1135340247056,39.6401899821077
154721,PAF 17-3028 / Liker Family Farm LLC,12570 Scassville Road,Howard,Highland,MD,20777,Compliance,2618,-76.9504540396047,39.1714709804853
62,"WestRock CP, LLC",725 Pittman Rd,Anne Arundel,Curtis Bay,MD,21226,Compliance,2619,-76.558384986926,39.1927530099438
5444,Coca-Cola Silver Spring,1710 Elton Rd,Montgomery,Silver Spring,MD,20903,Compliance,2620,-76.9738669584155,39.0208599992041
11237,Delmarva Power-Wye Mills Substation,7025 Ocean Gateway,Queen Anne's,Queenstown,MD,21865,Compliance,2621,-76.0635690161784,38.945913883241
144185,Universities at Shady Grove Parking Garage,39.092750 -77.197444,Montgomery,Rockville,MD,20850,Compliance,2622,-77.1506949995764,39.0850899999686
153925,Remedial Work to existing Cemetery,"near School Rd, 39.479543,-76.122537",Harford,Aberdeen Proving Ground,MD,21005,Compliance,2623,-76.1509130996871,39.4981678997191
146600,Renovate buildings 5016 and 5046 at APG,39.474999 -76.136026,Harford,Aberdeen Proving Ground,MD,21005,Compliance,2624,-76.1509130996871,39.4981678997191
148795,3601 Pennsy Drive SWM Pond,3601 Pennsy Drive,Prince George's,Hyattsville,MD,20785,Compliance,2625,-76.8742040339722,38.9390227844709
152002,Selzer Property,9802 Dr. Perry Rd,Frederick,Ijamsville,MD,21754,Compliance,2626,-77.3365830058234,39.3021239800035
141038,Town of Mount Airy-Rails to Trails,615 Center Street,Carroll,Mount Airy,MD,21771,Compliance,2627,-77.1462429768761,39.3758620130082
140669,Donald Savage,2504 Gillis Road,Frederick,Mount Airy,MD,21771,Compliance,2628,-77.0871140143458,39.4267169895062
154803,Benton's Crossing Subway,St. Claire Place,Queen Anne's,Stevensville,MD,21666,Compliance,2629,-76.3205055481027,38.9823676587381
138952,Joseph Dove,24786 Half Pone Point Road,St. Mary's,Hollywood,MD,20636,Compliance,2630,-76.4989410328363,38.3481799991832
140418,CL DPW-Nicodemus Road,"Nicodemus Road, near 2100 Ridge Rd",Carroll,Westminster,MD,21157,Compliance,2631,-77.0394830113452,39.516460979293
151199,Refurbish Varsity Cross Country Trail,"Naval Academy, 38.997021,-76.473525",Anne Arundel,Naval Academy,MD,21402,Compliance,2632,-76.4880422711608,38.9845441840034
152402,The Maryland Clinic,Principio Parkway West,Cecil,Perryville,MD,21093,Compliance,2633,-76.0051439941661,39.5893088418477
154804,Pizzeria Restaurant,206 Duke Street,Queen Anne's,Stevensville,MD,21666,Compliance,2634,-76.3099720315402,38.978343004522
155190,PAF 17-2185/Colgate creek-Pine Avenue,Colgate Creek @ Pine Avenue,Baltimore,Dundalk,MD,21222,Compliance,2635,-76.5292255380562,39.2640067489385
154805,Kathryn Meehan,9202 Goldsboro Neck Road,Talbot,Easton,MD,21601,Compliance,2636,-76.0702249997328,38.7715099999107
22147,"A. E. Phillips & Son, Inc.",2423 Hoopers Island Rd,Dorchester,Fishing Creek,MD,21634,Compliance,2637,-76.2257893988923,38.3144494407925
154657,Garrett County - Grantsville Road Ground Mount PV System,13168 National Pike,Garrett,Grantsville,MD,21536,Compliance,2638,-79.0930979881199,39.6897909834721
113350,Ft. Meade East Campus,39.1049437 -76.7568960,Anne Arundel,Fort George G. Meade,MD,20755,Compliance,2639,-76.7417253997734,39.1152862998556
66511,Storage Yard & Facility,471 Leon White Rd,Garrett,Oakland,MD,21550,Compliance,2640,-79.3476419704727,39.4104210194397
141005,Jerry Hoppa,2119 Garrett Road,Carroll,Manchester,MD,21102,Compliance,2641,-76.9199450022762,39.718725983656
19097,Fedex Freight BMM,7331 Carbide Rd,Anne Arundel,Curtis Bay,MD,21226,Compliance,2642,-76.5600079749464,39.1910969975265
104436,"First Transit, Inc. #55440 - Gaithersburg",8210 Beechcraft Ave,Montgomery,Gaithersburg,MD,20879,Compliance,2643,-77.1680299737687,39.1665060022367
140879,WJP LLC-William J Paterakis,"26895 Denny Road, Attn: William J Paterakis",Talbot,Royal Oak,MD,21662,Compliance,2644,-76.1839099996354,38.7062649998572
152706,Diane Robinson,11330 Ethan Ct,Charles,Issue,MD,20645,Compliance,2645,-76.9235669897389,38.3020960021951
23087,MNcppc - Black Hill Park Maintenance Yard,20930 Lake Ridge Dr,Montgomery,Boyds,MD,20841,Compliance,2646,-77.2918929612989,39.1963659871677
148512,Riverside Corporate Park Lot 255,8410 broadband Dr,Frederick,Frederick,MD,21701,Compliance,2647,-77.3804320107481,39.4412689793761
141894,David Crouse,1775 Trevanion Road,Carroll,Taneytown,MD,21787,Compliance,2648,-77.1389030277425,39.6236780094653
154704,Princess Van Lines,Intersection of Rt.2 and Rt. 50,Anne Arundel,Annapolis,MD,21401,Compliance,2649,-76.5322699105877,38.9869700369752
149418,National Harbor Waterfront Parcel,Corner of Waterfront St &,Prince George's,Oxon Hill,MD,20745,Compliance,2650,-77.015803976513,38.7822304687464
149035,Fulks Addition to Laytonsville,6800 Warfield Road,Montgomery,Gaithersburg,MD,20882,Compliance,2651,-77.140221784224,39.2030544156591
155191,PAF 17-2184/unnamed stream in the rear of 9030 Fieldchat Road,9030 Fieldchat Road,Baltimore,Nottingham,MD,21236,Compliance,2652,-76.4682330078926,39.3984139846878
141006,"MD SHA-Project No AW082A21-TMDL Tree Planting, CL and FR",Various locations in Carroll and Frederick Counties,Carroll,Various,MD,,Compliance,2653,-77.1519699119838,39.372620060423
25634,Gilpin Manor Elementary School,203 Newark Avenue,Cecil,Elkton,MD,21921,Compliance,2654,-75.8339619894317,39.619344984626
140908,Marvin Kaltrider,4240 Schalk Rd No 1,Carroll,Manchester,MD,21102,Compliance,2655,-76.8428481494355,39.6882416227936
141707,CL DPW-Ruggles Road,4300 block Ruggles Road,Carroll,Taneytown,MD,21787,Compliance,2656,-77.1516748684136,39.7056531714948
140278,CL DPW-Water Tank Road,"MD 86 1.1 mi S of PA line, take Water Tank Rd 1.4 Mi ti site, near Rupp Rd intersection",Carroll,Manchester,MD,21088,Compliance,2657,-76.8538299998849,39.7089699999213
141706,CL DPW-Walnut Grove Road,4800 block Walnut Grove Road,Carroll,Taneytown,MD,21787,Compliance,2658,-77.1702783904495,39.7085826541896
154705,PAF 17-2159/5331 Broadway Road,5331 Broadway Road,Harford,White Hall,MD,21161,Compliance,2659,-76.5200910047165,39.7075869792894
145426,CSSG Fire Protection Supply Improvements,39.045855 -76.856098,Prince George's,Laurel,MD,20708,Compliance,2660,-76.8501672001623,39.0710884000157
130948,FHWA/Patuxent Research Refuge,230 Bald Eagle Dr,Prince George's,Laurel,MD,20724,Compliance,2661,-76.7717289820409,39.0777149931889
155322,PAF 17-2182 Waterway on Essex Rd near Liberty Rd,3600 block of Essex Road,Baltimore,Gwynn Oak,MD,21207,Compliance,2662,-76.7340983607531,39.3466027298884
140909,Ann Lesch,4643 Wentz Road,Carroll,Manchester,MD,21102,Compliance,2663,-76.8960630317331,39.7013989976591
152600,"APG playground improvements: Bldgs E1901, E1902, 2485, 2521 & 2522","near Bayside Dr and High Point RD, 39.491057,-76.137897",Harford,Aberdeen Proving Ground,MD,21005,Compliance,2664,-76.1509130996871,39.4981678997191
153633,CL DPW-Emory Church Road,"Emory Church Rd, 0.12 mi from MD 140",Baltimore,Upperco,MD,21155,Compliance,2665,-76.8647720648487,39.5389273867419
101476,Rose Ellen Guyther,38530 Pleasant Harbor Way,St. Mary's,Abell,MD,20606,Compliance,2666,-76.7442199943679,38.2618969808731
68181,USAMRIID EEP,Fort Detrick,Frederick,Fort Detrick,MD,21702,Compliance,2667,-77.4243800001355,39.4350899999598
108005,US Army Reserve Center at APG,39.389337 -76.298320,Harford,Gunpowder,MD,21010,Compliance,2668,-76.2907570002392,39.3999031001006
149082,Parkside Preserve,Springfiel\d Rd,Prince George's,Glenn Dale,MD,20769,Compliance,2669,-76.8062692325631,39.0046021149545
150050,Smith Home Farm,Central Park Dr,Prince George's,Upper Marlboro,MD,20772,Compliance,2670,-76.8511564743605,38.8290063529202
143149,MD 191 (Bradley Blvd) from Birdette rd to Arlington Rd,39.003198 -77.134949,Montgomery,Bethesda,MD,20817,Compliance,2671,-77.1234399997701,39.0064549998209
150292,Maria Steppe,25283 Grand View Lane,St. Mary's,Hollywood,MD,20636,Compliance,2672,-76.5086369665161,38.3618469853191
138633,Westphalia Town Center,north of intersect of Dower House Rd and Pennsylvania Ave,Prince George's,Upper Marlboro,MD,20772,Compliance,2673,-76.8487798779701,38.8208000216468
149802,Kenneth and Phyllis Clarke,47966 Waterview Drive,St. Mary's,Saint Inigoes,MD,20684,Compliance,2674,-76.4154440330408,38.1661600145657
149220,Westphalia Town Center,Corner of Pennsylvania Avenue,Prince George's,Upper Marlboro,MD,20772,Compliance,2675,-76.7748549485498,38.8117754648262
8284,United Parcel Service - MDGAI,9401 Gaither Road,Montgomery,Gaithersburg,MD,20877,Compliance,2676,-77.1932839771778,39.1193549889217
149801,Craig and Karen Irwin,47986 Waterview Drive,St. Mary's,Saint Inigoes,MD,20684,Compliance,2677,-76.4154560192617,38.1664530037846
149925,Nachnani Family Partnership,18641 Point Lookout Rd,St. Mary's,Park Hall,MD,20667,Compliance,2678,-76.4508099655648,38.2181200189329
154708,PAF 17-3039/Dierssen WMA SSO,"Dierssen WMA, Pennyfield Lock Road",Montgomery,Germantown,MD,20874,Compliance,2679,-77.2533443004182,39.1693745003231
139292,SHA I-95 at Contee Rd Intercahnge,Contee Road/Van Dusen Rd,Prince George's,Laurel,MD,20707,Compliance,2680,-76.8826186511549,39.0824168618334
154722,PAF 17-3038,10724 Littile Patuxent Parkway,Howard,Elkridge,MD,21075,Compliance,2681,-76.8115170844517,39.1915735045282
144999,Maryland Broadband Cooperative,"Church Creek & Taylors Island, Dorchester County, to Cove Point, Calvert County",Dorchester,Taylors Island,MD,21669,Compliance,2682,-76.2960563004408,38.4695483997091
144730,Brady Ave Utilities Shop,1943 Brady Ave,Baltimore,Halethorpe,MD,21227,Compliance,2683,-76.6748679595626,39.2397629979798
149807,Howard Square,Port Capital Dr,Howard,Elkridge,MD,21075,Compliance,2684,-76.7804371623703,39.1775944732094
19231,MNcppc - Olney Manor Park Maintenance Yard,16601 Georgia Ave,Montgomery,Olney,MD,20832,Compliance,2685,-77.0717850222004,39.1257539850224
72606,Baltimore County Hwy Dept - Shop 1,1947 Brady Ave,Baltimore,Halethorpe,MD,21227,Compliance,2686,-76.6741570067957,39.2391859876297
150040,Howard Square,Washington Blvd,Howard,Elkridge,MD,21075,Compliance,2687,-76.7282351557083,39.2061767769931
27687,Parklawn Cemetery,12800 Veirs Mill Road,Montgomery,Rockville,MD,20852,Compliance,2688,-77.1099179876834,39.0660069834306
152730,Chesapeake Industrial Park,Gregory Dr. and Business 5,St. Mary's,Leonardtown,MD,20650,Compliance,2689,-76.6303599155113,38.2890087270047
154742,Walter Russell FHO,23635 Bayside rd,St. Mary's,Leonardtown,MD,20650,Compliance,2690,-76.7124776051886,38.3182742116652
101814,Twin Arch Business Park,BACKACRE CIRCLE,Carroll,Mount Airy,MD,21771,Compliance,2691,-77.1340243448081,39.3631701917393
152107,"Anthony Saduk, Sr.",TODDS CORNER RD,Talbot,Easton,MD,21601,Compliance,2692,-76.1321179175938,38.8399571198412
142036,Replace Primary Electrical System Infrastructure,38.9960963 -76.8528106,Prince George's,Lanham,MD,20706,Compliance,2693,-76.844784999833,38.9685350003091
1176,USPS - Halethorpe VMF,6 Waelchi Ave,Baltimore,Halethorpe,MD,21227,Compliance,2694,-76.6889020320226,39.2483660154733
20005,The Landings Sewage Treatment Facility,8731 Stephen Decatur Hwy,Worcester,Berlin,MD,21811,Compliance,2695,-75.1422993618781,38.3013125998339
7569,Amazon.com Services LLC. HBA2,3510 Washington Blvd,Baltimore,Halethorpe,MD,21227,Compliance,2696,-76.6707259589416,39.2519750115322
149560,Balk Hill Village,2300 St. Joseph's Dr,Prince George's,Upper Marlboro,MD,20774,Compliance,2697,-76.8393923754532,38.9214168172446
140419,CL DPW-Poole Road,"Poole Rd, .56 mi from Cherry Tree Lane",Carroll,Sykesville,MD,21784,Compliance,2698,-76.9640482160532,39.4443736147995
23313,WSSC - Gaithersburg Garage,111 West Diamond Ave,Montgomery,Gaithersburg,MD,20877,Compliance,2699,-77.2037799639244,39.139405004081
148125,Line of Sight Clearing for NRL & NASA Antennaa - Tree Clearing,38.426812 -77.078137,Charles,Welcome,MD,20693,Compliance,2700,-77.0984649996135,38.4821799997377
147243,Preserve at Rock Creek,Intersection of Muncaster Mill,Montgomery,Rockville,MD,20853,Compliance,2701,-77.0932412001166,39.0704790997671
154475,Dennis Duly,Jarboe Drive,Talbot,Easton,MD,21601,Compliance,2702,-76.0702249997328,38.7715099999107
141583,CL DPW-Teeter Road,Near 4607 Teeter Raod,Carroll,Taneytown,MD,21787,Compliance,2703,-77.1520310162877,39.701123987395
64264,Grandview Haven - Phase I,MORGANZA TURNER RD,St. Mary's,Mellwood,MD,20659,Compliance,2704,-76.7017409229465,38.3968804197203
146219,Project No HO488A21-I-95 Noise Barrier,I-95 near Lawyers Hill Road,Howard,Ellicott City,MD,21043,Compliance,2705,-76.8110349999613,39.282239999796
143988,Columbia Gas of MD-Oldtown Road,Oldtown Rd and Wibnifred St intersect,Allegany,Cumberland,MD,21502,Compliance,2706,-78.7445899368924,39.6347300523302
141276,Charles Bassler,3840 Bert Koontz Road,Carroll,Taneytown,MD,21787,Compliance,2707,-77.1340230000301,39.6780369987493
117739,Traffic Signal Mod/Install/Reconstruction with SAPS/CPS in District 3,"District 3 in Montgomery County, 39.166137 -77.162039",Montgomery,Various,MD,20879,Compliance,2708,-77.1675648000634,39.1617263000533
141398,Clarence Thomas,6187 Sharrett Road,Carroll,Keymar,MD,21757,Compliance,2709,-77.2178830189134,39.6108420048558
91310,"Dundalk Marine Terminal, Reconstruction of Berths 1-6, Phase 2 - Berth 4",39.249267 -76.537144,Baltimore City,Baltimore City,MD,21222,Compliance,2710,-76.5223149997981,39.2621200002504
149417,Beltway Parcel at National Harbor,Corner of Oxon Hlll Rd and N,Prince George's,Oxon Hill,MD,20745,Compliance,2711,-77.0030498955351,38.7971300303581
142526,Palisades Development at Good Luck Road-Wood Glen,SE corner of Good Luck Rd and Greenbelt Rd intersection,Prince George's,Lanham,MD,20706,Compliance,2712,-76.8368099337087,38.9883900571564
141705,CL DPW-Tannery Road,near 322 Tannery Road,Carroll,Westminster,MD,21157,Compliance,2713,-76.9576943278441,39.582714338524
153310,NIH Building 31C Valve Vault Renovation,"near Center Dr, 39.003878,-77.099792",Montgomery,Bethesda,MD,20814,Compliance,2714,-77.0986999997901,38.9868150000259
23260,Garman Brothers Lumber,1270 river road,Anne Arundel,Crownsville,MD,21032,Compliance,2715,-76.5819259812418,39.0350070169269
149021,Ronnie Tennyson FHO,24346 Maddox rd,St. Mary's,Clements,MD,20624,Compliance,2716,-76.7455799996906,38.3372999997757
141594,"CL DPW-Birdview Road, Site 1",Birdview Rd; 0.2 mi from MD 32,Carroll,Westminster,MD,21157,Compliance,2717,-76.9959799278736,39.5752808008495
143622,Replacement of existing North Drive Bridge/relocation of utilities,39.004641 -77.098452,Montgomery,Bethesda,MD,20892,Compliance,2718,-77.0975399998739,39.0048449998488
143800,National Institutes of Health-North Drive,near Rockville Pike and Cedar Lane,Montgomery,Bethesda,MD,20892,Compliance,2719,-77.0974699393665,39.0064500408138
141595,"CL DPW-Birdview Road, Site 2",Birdview Rd; 0.9 mi from MD 32,Carroll,Westminster,MD,21157,Compliance,2720,-76.9961319964815,39.5752513498423
138249,"Paul Ponce Pond, 2738 Sams Creek Rd",2738 Sams Creek Road,Carroll,New Windsor,MD,21776,Compliance,2721,-77.0949199968724,39.4812400123859
141173,James A McQuarrie,7415 Watersville Road,Frederick,Mount Airy,MD,21771,Compliance,2722,-77.1049969725395,39.3690769881836
64322,Oak Tree Landing,Silverwood Lane,Calvert,Prince Frederick,MD,20678,Compliance,2723,-76.5815125343272,38.5472879575164
141387,CL DPW-John Pickett Road,near 7121 John Pickett Road,Howard,Woodbine,MD,21797,Compliance,2724,-77.0754769992035,39.3774539882056
11755,Gaithersburg Public Works Facility,800 Rabbitt Rd,Montgomery,Gaithersburg,MD,20878,Compliance,2725,-77.2311110034245,39.1409109810992
155188,PAF 17-2181/Baltimore Harbor,"Baltimore habor, Corner of Boston & Aliceanna Streets",Baltimore City,Baltimore,MD,21231,Compliance,2726,-76.5857699217499,39.2839300532857
138648,Tilghman Lake Park,10598 Box Elder Rd,Charles,La Plata,MD,20646,Compliance,2727,-76.9438559731317,38.5434539937625
154591,B&T Transport c/o Ted Dixon,3510 8th Ave,Baltimore City,Baltimore City,MD,21226,Compliance,2728,-76.5744929926959,39.2316569853041
66303,Mill Creek Marine,12565 Rousby Hall Road,Calvert,Lusby,MD,20657,Compliance,2729,-76.4251030037416,38.3461639836221
2208,"USALCO, LLC",2601 Cannery Ave,Baltimore City,Curtis Bay,MD,21226,Compliance,2730,-76.5664648747658,39.2306309532085
146498,Martingham Sewer Extension,9119 Deep Water Point,Talbot,Saint Michaels,MD,21663,Compliance,2731,-76.2271419805375,38.8008709991778
18485,Flag Harbor Yacht Haven,1565 Flag Harbor Blvd,Calvert,Saint Leonard,MD,20685,Compliance,2732,-76.4745559805813,38.4627480006711
140562,Heritage Green Subdivision,South side of Rosewick Rd,Charles,La Plata,MD,20646,Compliance,2733,-76.9534164282902,38.5592114370028
149395,SVDP of Easton Inc,29533 Canvasback Drive,Talbot,Easton,MD,21601,Compliance,2734,-76.0523150094355,38.7770889834295
18360,Margaret Brent Middle School,29675 Point Lookout Rd,St. Mary's,Helen,MD,20635,Compliance,2735,-76.7163629903707,38.3803549821924
130306,Rardin Farms LLC-Scott Rardin,"12810 Wye Landing Rd, Lot 2",Talbot,Easton,MD,21601,Compliance,2736,-76.0702249997328,38.7715099999107
3216,Baltimore County Public Schools - Arbutus Bus Facility,4828 Hollins Ferry Road,Baltimore,Halethorpe,MD,21227,Compliance,2737,-76.6882930030061,39.228015006296
144750,NASA Goddard Space Center (FLIGHT PROJECT BUILDING) 12-SF-0102/12SF0102,8800 GREENSBELT ROAD,Prince George's,Greenbelt,MD,20771,Compliance,2738,-76.8528250680513,38.9913689016744
75293,Hattons Garden/infrastructure,940 TALBOT ST,Talbot,Saint Michaels,MD,21663,Compliance,2739,-76.2165450078816,38.7765479856871
142832,Underground Storage Tank (UST) Replacement,39.057546 -77.162201,Montgomery,Rockville,MD,20854,Compliance,2740,-77.1562837513355,39.0625003536793
149025,St Mary's Venture LLC FHO,Laurel Grove and Kavanaugh rd,St. Mary's,Morganza,MD,20660,Compliance,2741,-76.7070755997023,38.3626968998916
22923,Morgan State University - Estuarine Research Center,10545 Mackall Road,Calvert,Saint Leonard,MD,20685,Compliance,2742,-76.4988912922207,38.3975327593693
105054,Repair Substation Forest Glenn Annex Bldg #192,39.007200 -77.054300,Montgomery,Silver Spring,MD,20910,Compliance,2743,-77.0252749998934,38.994914999771
154470,DNR 13914 Catoctin Hollow Rd,13914 Catoctin Hollow Rd,Frederick,Thurmont,MD,21788,Compliance,2744,-77.4745850070051,39.6160379885239
140885,"US Air Force, Joint Base Andrews-Exchange Service Building",1811 G Street,Prince George's,Andrews Air Force Base,MD,20762,Compliance,2745,-76.8827981677863,38.8187712238378
154478,Appleton Road,Appleton Road,Cecil,Elkton,MD,21921,Compliance,2746,-75.8152905116412,39.6704327177502
154380,PAF17-2134,45415 Clarks Landing Rd,St. Mary's,Hollywood,MD,20636,Compliance,2747,-76.5042689892955,38.3402590165974
71937,Town of Indian Head/Living Shoreline,Riverwatch Dr,Charles,Indian Head,MD,20640,Compliance,2748,-77.1589393842161,38.6038074343247
71948,Town Of Indian Head/boardwalk And Living,Riverwatch Dr,Charles,Indian Head,MD,20640,Compliance,2749,-77.1589393842161,38.6038074343247
128629,"Brightwell Crossing Llc/rd Xing, Utility",S & E OF ELGIN & JERUSALEM RDS,Montgomery,Poolesville,MD,,Compliance,2750,-77.4161498978105,39.1541600457228
23250,Calton Cars and Parts,7491 Washington Blvd,Howard,Elkridge,MD,21075,Compliance,2751,-76.7695589909794,39.1796119877766
154473,Maryland Avenue and W Lafayette Avenue powerwashing,Maryland/W Lafayette Ave,Baltimore City,Baltimore City,MD,21201,Compliance,2752,-76.6175351164592,39.3097426218073
154412,Deep Creek Lake Center Tower,"19530 Garrett Highway, 1154 Mosser Road",Garrett,Mc Henry,MD,21541,Compliance,2753,-79.3342030139221,39.5611289794879
121069,CH DPW - College of Southern MD - TMDL/Bay Trust Fund,"8730 Mitchelll Rd, 38.561069 -77.010731",Charles,La Plata,MD,20646,Compliance,2754,-77.0095710159141,38.56022199076
122625,Ch Govt/bumpy Oak Rd/utility Line,6600 BUMPY OAK ROAD,Charles,LaPlata,MD,,Compliance,2755,-77.0739953278553,38.5764543494586
19255,Piney Orchard WWTP,8791 Piney Orchard Pkwy,Anne Arundel,Odenton,MD,21113,Compliance,2756,-76.7288409624679,39.0599749881761
89681,Peter Chang,17 Homeport Drive,Anne Arundel,Edgewater,MD,21037,Compliance,2757,-76.5396970304399,38.9621380201124
151351,Far Nasir/Aksmah LLC,2648 Waed Rd,Worcester,Girdletree,MD,21829,Compliance,2758,-75.4442660207306,38.0913900017012
23245,The Berg Brothers Recycling Company,1401 West Hamburg St,Baltimore City,Morrell Park,MD,21230,Compliance,2759,-76.6337402094501,39.2772173817942
5979,Wilkins Rogers Inc,27 Frederick Rd,Baltimore,Ellicott City,MD,21043,Compliance,2760,-76.7935680300161,39.266535005891
23653,Donaldson Brown Conference Center,200 Mount Ararat Farm Rd,Cecil,Port Deposit,MD,21904,Compliance,2761,-76.1032000355853,39.5922729886268
6184,Montgomery County Schools - Clarksburg Depot,13100 Shawnee Ln,Montgomery,Clarksburg,MD,20871,Compliance,2762,-77.2724000074187,39.2252139836008
9017,Robert Poole Middle School,1300 W. 36th St,Baltimore City,Baltimore,MD,21211,Compliance,2763,-76.637722969314,39.3308270111287
136374,Bryan Cooper,"Marshall Corner Road, Lot 17, Blk A",Charles,White Plains,MD,20695,Compliance,2764,-76.9657612368247,38.5884940746989
154476,"John Evans, Jr.",220 Possum Point Rd.,Queen Anne's,Centreville,MD,21617,Compliance,2765,-76.1001790300309,39.0836689944674
144632,Langely Park Transit (10-SF-0366),"Intersection of University Bld and, New Hampshire Avenue",Prince George's,Hyattsville,MD,20783,Compliance,2766,-76.9876199013107,38.9887900415805
144297,Williams Residence,1250 Lands End Road,Queen Anne's,Centreville,MD,21601,Compliance,2767,-76.0642489959327,39.1447969990613
24715,Boys School of Saint Paul's Parish,11152 Falls Rd,Baltimore,Brooklandville,MD,21022,Compliance,2768,-76.673946723764,39.4313413202974
123637,Aggregate Industries/McConchie Mining-Phase II,RT 6 (W Side); Port Tobacco,Charles,Port Tobacco,MD,20677,Compliance,2769,-77.0428803050025,38.5084507250422
149884,Howard Restorations LLC,1315 Magnolia Avenue,Anne Arundel,Annapolis,MD,21403,Compliance,2770,-76.4630949849289,38.9153270184417
139777,Angela Calos,14955 Potomac River Drive,Charles,Cobb Island,MD,20625,Compliance,2771,-76.8615760270528,38.2680029882904
152575,PAF 16-2377/1753 Arrowood Drive,1753 Arrowood Drive,Anne Arundel,Gambrills,MD,21054,Compliance,2772,-76.6558859665177,39.0011569947103
155326,PAF 17-2151 Baltimore City SSO at Ruxton Avenue,1700 Ruxton Avenue,Baltimore City,Baltimore,MD,21216,Compliance,2773,-76.6552190186232,39.3077119856438
154709,"WilliamTaccinoSewerOdorComplaint,PAF17-1038","402, Pine Avenue",Allegany,Cumberland,MD,21502,Compliance,2774,-78.751154979499,39.6506140102783
154592,Theodore and Ardella Friend,Crows Feet Lane,Allegany,Oldtown,MD,21555,Compliance,2775,-78.6060615660734,39.5481473536231
156103,Mill Run at Cresap Mill Road,near 14605 Cresap Mill Road,Allegany,Oldtown,MD,21555,Compliance,2776,-78.6535523025322,39.5979562828577
150936,AL DPW-Mulberry Avenue,11810 Mulberry Avenue,Allegany,Cumberland,MD,21502,Compliance,2777,-78.8074520318421,39.6126079881308
